videoID,ID,Religion_PRED,Race_PRED,Gender_PRED,Gender Identity/Sexual Orientation_PRED,Immigration_PRED,Ethnicity/Identitarian/Nationalism_PRED,Anti-semitism_PRED,n_flavors,predicted_at,Active_Columns,Label,TAGS,GroupedTAGS
pfxU1DLJit8,25983 - 25984,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,AntiSJW,AntiSJW
pgZcKQDzckU,25992 - 26023,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
pgtORruSA60,25985 - 25991,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
piSgILHgtus,26030 - 26033,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
piY3PtWzqrQ,20909 - 20934,0,0,1,0,0,0,0,1,2023-08-10T14:52:22,Gender_PRED,Hate,AntiSJW|LGBT,LGBT
piYKoQUhRyc,20935 - 20935,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
pkAadUc0SSw,26122 - 26124,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanRight|WhiteIdentitarian,White Identitarian
pmRqhXkbr6s,26225 - 26225,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
pnyn7WtD-hw,26226 - 26247,0,0,1,1,0,0,0,2,2023-08-10T14:52:22,"Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,LGBT|SocialJustice,LGBT
pot0or6-Gvs,26260 - 26271,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,AntiSJW|PartisanRight,AntiSJW
psC1C2wUPio,26377 - 26377,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
ptCXaBg8zNw,26379 - 26379,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
pvtTVrgNjh0,26438 - 26469,0,0,1,0,0,0,0,1,2023-08-10T14:52:22,Gender_PRED,Hate,LGBT|SocialJustice|Socialist,LGBT
pxtj316dBnA,26704 - 26711,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
pxwivCz6Ew4,26756 - 26758,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
q-zyn7qSVxU,26820 - 26821,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
q1rN3M_BWdI,26836 - 26856,0,1,0,0,0,1,0,2,2023-08-10T14:52:22,"Race_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,WhiteIdentitarian,White Identitarian
q4O2DJE84v8,26857 - 26873,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
qA1KQd_6Qoo,26958 - 26967,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
qASUO84nfyU,26971 - 26982,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|WhiteIdentitarian,White Identitarian
qAWOBByPzeY,26988 - 26989,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
qAtWB26DTwc,26983 - 26987,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
qB0PdUd6WQk,26990 - 27003,0,0,0,0,0,0,1,1,2023-08-10T14:52:22,Anti-semitism_PRED,Hate,WhiteIdentitarian,White Identitarian
qCMF5jRjAnw,27005 - 27014,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
qE1aE0eOXTU,27163 - 27206,0,1,0,0,0,1,0,2,2023-08-10T14:52:22,"Race_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,WhiteIdentitarian,White Identitarian
qECj2xrp7gE,27207 - 27208,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
qF2Y9jCzV2w,27255 - 27255,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
qI0AXR-18Ws,27308 - 27308,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
qMbUBnfyoDU,27479 - 27514,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,AntiSJW|PartisanRight|ReligiousConservative|WhiteIdentitarian,White Identitarian
qN_VBAqEzSc,27523 - 27577,1,1,1,0,0,0,1,4,2023-08-10T14:52:22,"Religion_PRED, Race_PRED, Gender_PRED, Anti-semitism_PRED",Hate,Black|SocialJustice,Social Justice
qONDmXoCO3A,27600 - 27622,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiTheist|PartisanLeft|SocialJustice,Social Justice
qPRsce2xr8A,27625 - 27629,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
qSAZBOkEIrA,27630 - 27697,1,1,1,0,0,1,1,5,2023-08-10T14:52:22,"Religion_PRED, Race_PRED, Gender_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,WhiteIdentitarian,White Identitarian
qTqzzpRJYHE,27702 - 27703,1,0,0,0,0,0,0,1,2023-08-10T14:52:22,Religion_PRED,Hate,AntiSJW|PartisanRight,AntiSJW
qXynK-rfAnA,27796 - 27806,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
qYN2KmMMr6I,27807 - 27819,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
qaspa_osc6I,26969 - 26970,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
qcWysu3B9Ac,27125 - 27125,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
qdxGK8vfZgM,27127 - 27151,0,0,1,1,1,1,0,4,2023-08-10T14:52:22,"Gender_PRED, Gender Identity/Sexual Orientation_PRED, Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,Mainstream News,Mainstream News
qjfab9ZwL2U,27335 - 27336,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
qlEP58MvTZE,27341 - 27449,0,1,1,1,0,1,1,5,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,AntiTheist|PartisanLeft|SocialJustice,Social Justice
qldy-x4Iw0k,27337 - 27340,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
qm6ALv1Yx1Y,27450 - 27456,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,AntiSJW|Black,AntiSJW
qmyS3b3jUdE,27515 - 27516,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
qnIVtvs3UH8,27522 - 27522,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|LGBT,LGBT
qvJ6uBmOZx4,27740 - 27741,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
qvLt0Fr4HaU,27768 - 27768,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
qwXZdrLonAI,27784 - 27795,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|WhiteIdentitarian,White Identitarian
r0hnUjA5WHU,27873 - 27875,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight|WhiteIdentitarian,White Identitarian
r2D83qMh5fA,27916 - 27916,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
r2T8akG6jGE,27917 - 27917,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
r2yR8mPzZ58,27918 - 27918,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
r6IQO8Prolg,27919 - 27945,0,1,0,0,0,1,1,3,2023-08-10T14:52:22,"Race_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,Black|SocialJustice,Social Justice
r85Zhs8jrP0,27952 - 27952,0,0,0,0,0,1,1,2,2023-08-10T14:52:22,"Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,AntiSJW|Libertarian,AntiSJW
r8K0INkRMSk,27953 - 27953,0,0,0,0,0,1,0,1,2023-08-10T14:52:22,Ethnicity/Identitarian/Nationalism_PRED,Hate,Mainstream News,Mainstream News
r9aIfKy4XY0,27962 - 27969,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
r9p7Mwxr7b8,27970 - 27970,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
rCBvS1spD0w,28089 - 28111,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice|Socialist,Social Justice
rDyx31hOyD0,28120 - 28161,0,1,1,0,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender_PRED",Hate,PartisanRight|WhiteIdentitarian,White Identitarian
rEs3xzaRBt4,28202 - 28203,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
rJHDRb_6Y0c,28314 - 28364,0,1,0,0,0,1,1,3,2023-08-10T14:52:22,"Race_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,Black|SocialJustice,Social Justice
rKvoAjBioY4,28434 - 28453,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
rNcu_uVck4I,28588 - 28588,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
rS4ZXfcrqB4,28813 - 28813,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
rVmuyjs1z2s,28946 - 28953,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,AntiSJW|PartisanRight,AntiSJW
rVocnK2vL4w,28954 - 28958,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
rWIo7xnNtlY,28967 - 28976,0,0,1,1,0,0,0,2,2023-08-10T14:52:22,"Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,AntiSJW|WhiteIdentitarian,White Identitarian
rXKRyJq2l_w,28990 - 28990,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Conspiracy|LGBT,LGBT
rY9HIwuwSYI,29012 - 29096,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
rZTAIjiynGg,29105 - 29107,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,AntiSJW|PartisanRight,AntiSJW
ra78YfQnT0E,28040 - 28042,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
razhWE9wQks,28053 - 28087,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice,Social Justice
rgWSeIxSUps,28247 - 28258,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
riGwsL4RRwA,28293 - 28313,0,1,0,0,1,1,1,4,2023-08-10T14:52:22,"Race_PRED, Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,Black|SocialJustice,Social Justice
rji_IAI5kz4,28365 - 28415,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,AntiSJW,AntiSJW
rkWtDHTAK8A,28454 - 28454,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
rkpJhfgwe9E,28416 - 28433,0,1,0,1,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender Identity/Sexual Orientation_PRED",Hate,LGBT|SocialJustice,LGBT
rldo_BlSmcY,28455 - 28466,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,AntiSJW,AntiSJW
roNkHdKj080,28750 - 28756,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
rpSzaTEp-kg,28757 - 28757,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
rq7w-idrliM,28758 - 28758,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|AntiTheist|WhiteIdentitarian,White Identitarian
rusnlUftQMA,28852 - 28855,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
rvet1PwCoGY,28856 - 28941,0,1,0,1,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender Identity/Sexual Orientation_PRED",Hate,LGBT|SocialJustice,LGBT
rwfjsHIG5mY,28959 - 28966,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,AntiSJW,AntiSJW
ry2cRP73h9s,29004 - 29011,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,SocialJustice|Socialist,Social Justice
rybG4HGCAxM,29097 - 29097,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
rzDTQQtgoh4,29100 - 29104,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
s-sCNiAttQE,29126 - 29187,0,1,1,0,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender_PRED",Hate,WhiteIdentitarian,White Identitarian
s2GcxzZx_Lo,29204 - 29264,1,1,1,0,0,0,0,3,2023-08-10T14:52:22,"Religion_PRED, Race_PRED, Gender_PRED",Hate,PartisanRight|WhiteIdentitarian,White Identitarian
s3-z6G2p80A,29265 - 29277,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,LGBT|SocialJustice,LGBT
s3hJwvJGzQM,29278 - 29278,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
s4zH0mzmE8M,29321 - 29325,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
s5HCpl6u75g,29326 - 29359,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,AntiSJW|LGBT,LGBT
s7tVG33Lt1M,29360 - 29361,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
sFLQ_qZkvqc,29583 - 29629,1,1,0,0,0,0,1,3,2023-08-10T14:52:22,"Religion_PRED, Race_PRED, Anti-semitism_PRED",Hate,Black|SocialJustice,Social Justice
sIxKpZb8iS0,29674 - 29674,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
sKwUD3mREQ4,29681 - 29681,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
sLEwd0i0Vo0,29682 - 29682,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight,AntiSJW
sMZmNcilY3I,29726 - 29727,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
sMj1zHqKFiU,29695 - 29702,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,WhiteIdentitarian,White Identitarian
sNekAAwhfQA,29728 - 29730,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,PartisanLeft|SocialJustice,Social Justice
sOpJ_ilMJzs,29735 - 29841,1,0,0,1,0,1,1,4,2023-08-10T14:52:22,"Religion_PRED, Gender Identity/Sexual Orientation_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,AntiSJW|PartisanRight,AntiSJW
sPrqCvJ4P9w,29846 - 29846,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
sQBLV9fsmDw,29894 - 29899,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
sQUviYL5uWU,29936 - 29940,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
sQfEfG8youw,29900 - 29913,0,1,1,0,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender_PRED",Hate,AntiSJW|PartisanRight|WhiteIdentitarian,White Identitarian
sQoF80n-uYw,29935 - 29935,0,0,1,0,0,0,0,1,2023-08-10T14:52:22,Gender_PRED,Hate,PartisanLeft|SocialJustice,Social Justice
sRvHUAILZ9I,29981 - 30020,0,1,1,1,0,0,0,3,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,AntiSJW|LGBT,LGBT
sSb4N5m66bc,30033 - 30038,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
sVrhpklgJUw,30064 - 30124,1,0,1,0,0,1,1,4,2023-08-10T14:52:22,"Religion_PRED, Gender_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,Conspiracy|WhiteIdentitarian,White Identitarian
sWHMwXbVsOc,30125 - 30125,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
sWyM4S2hO-k,30126 - 30188,1,1,1,0,0,1,1,5,2023-08-10T14:52:22,"Religion_PRED, Race_PRED, Gender_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,Conspiracy|WhiteIdentitarian,White Identitarian
sdCLJloNp84,29520 - 29525,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
sddI_5jYx9s,29526 - 29526,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
sfHcbuUWgHM,29577 - 29582,0,0,1,0,0,0,0,1,2023-08-10T14:52:22,Gender_PRED,Hate,AntiSJW|PartisanRight|WhiteIdentitarian,White Identitarian
shMcHPpYRqQ,29638 - 29659,0,0,0,0,0,1,1,2,2023-08-10T14:52:22,"Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,LGBT|SocialJustice,LGBT
sk6cfTFwqrM,29675 - 29680,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
sm5vnZ7L4Q4,29683 - 29686,0,0,0,0,1,0,0,1,2023-08-10T14:52:22,Immigration_PRED,Hate,Mainstream News|PartisanLeft|SocialJustice,Social Justice
smQsfNw_7V4,29703 - 29725,0,1,0,1,0,0,1,3,2023-08-10T14:52:22,"Race_PRED, Gender Identity/Sexual Orientation_PRED, Anti-semitism_PRED",Hate,LGBT|PartisanLeft|SocialJustice|Socialist,LGBT
sojLXbGDMAY,29732 - 29734,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
spcEaT3BItQ,29842 - 29845,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,WhiteIdentitarian,White Identitarian
sqb9c7iPRPE,29847 - 29893,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
ss-OaYRZrQk,30021 - 30032,0,0,0,0,1,1,0,2,2023-08-10T14:52:22,"Immigration_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,Mainstream News,Mainstream News
suZ1AFmjdCI,30047 - 30048,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
suuKg3rbskw,30046 - 30046,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
svP0V4l95xg,30056 - 30063,0,0,0,0,0,1,0,1,2023-08-10T14:52:22,Ethnicity/Identitarian/Nationalism_PRED,Hate,WhiteIdentitarian,White Identitarian
svguuS-KTtE,30049 - 30055,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
sxhxHdETbbo,30222 - 30224,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
sydz94c08dk,30333 - 30337,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
t0IOChDNmPE,30418 - 30461,1,0,1,1,0,0,0,3,2023-08-10T14:52:22,"Religion_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED",Hate,PartisanLeft|SocialJustice,Social Justice
t1KkRBUEzWY,30462 - 30483,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
t29ag7wmAK8,30484 - 30511,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice|Socialist,LGBT
t3Vah8sUFgI,30513 - 30525,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|PartisanLeft|SocialJustice|Socialist,LGBT
t42SllzIINA,30576 - 30587,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
t4UvKjmzKr4,30588 - 30589,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|PartisanRight|WhiteIdentitarian,White Identitarian
t6hN8nGcpY8,30597 - 30597,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
t9VMWbA3kvo,30604 - 30653,1,0,1,1,0,1,0,4,2023-08-10T14:52:22,"Religion_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,PartisanRight|WhiteIdentitarian,White Identitarian
tA0QPzBhpZE,30654 - 30655,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
tCT6X9Al2bk,30668 - 30738,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,AntiSJW,AntiSJW
tD68hpSpJrI,30749 - 30768,0,0,0,0,0,0,1,1,2023-08-10T14:52:22,Anti-semitism_PRED,Hate,Mainstream News,Mainstream News
tE_wZUOpcJc,30904 - 30904,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
tGmO7bMusHM,30927 - 30986,0,1,0,0,0,1,1,3,2023-08-10T14:52:22,"Race_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,WhiteIdentitarian,White Identitarian
tJiKZjzRSg8,31125 - 31125,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanRight|WhiteIdentitarian,White Identitarian
tJv2EE5GClI,31126 - 31126,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,LGBT|SocialJustice,LGBT
tKlXUjlO1hc,31242 - 31243,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
tLWhEbGMTAo,31254 - 31254,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
tP12CJ0unkc,31273 - 31290,0,1,0,0,0,1,0,2,2023-08-10T14:52:22,"Race_PRED, Ethnicity/Identitarian/Nationalism_PRED",Hate,WhiteIdentitarian,White Identitarian
tPDfm4BZtyQ,31291 - 31301,0,0,0,1,0,0,0,1,2023-08-10T14:52:22,Gender Identity/Sexual Orientation_PRED,Hate,LGBT|SocialJustice,LGBT
tPEaOGp2m_M,31302 - 31303,1,0,0,0,0,0,0,1,2023-08-10T14:52:22,Religion_PRED,Hate,AntiSJW|PartisanRight,AntiSJW
tPokxh_Jhvw,31304 - 31304,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
tQ5F7fve4N0,31311 - 31312,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
tS7yonBCtdY,31462 - 31462,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
tT9mX-E8x4k,31509 - 31509,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW|Conspiracy|PartisanRight,AntiSJW
tU4FGr6yiNI,32097 - 32112,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
tX4Hk6fBK0M,31568 - 31568,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
tX8KDPIk5Ec,31569 - 31585,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
tXoJd4BoZTQ,31675 - 31676,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,PartisanLeft|SocialJustice,Social Justice
t_xvP6BddKk,31679 - 31937,1,1,1,0,0,1,1,5,2023-08-10T14:52:22,"Religion_PRED, Race_PRED, Gender_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,WhiteIdentitarian,White Identitarian
taxsklpI5m8,30656 - 30656,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
tbVQZ3vT1Qw,30660 - 30661,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,WhiteIdentitarian,White Identitarian
tbfURUvGSi4,30657 - 30659,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,Mainstream News,Mainstream News
temHn-EtNwc,30770 - 30903,0,1,0,1,0,0,0,2,2023-08-10T14:52:22,"Race_PRED, Gender Identity/Sexual Orientation_PRED",Hate,Mainstream News,Mainstream News
tfKCdesH-ys,30905 - 30914,0,1,0,0,0,0,0,1,2023-08-10T14:52:22,Race_PRED,Hate,LGBT|SocialJustice,LGBT
tiswoKdi6lM,31107 - 31107,0,0,0,0,0,0,0,0,2023-08-10T14:52:22,,Non Hate,AntiSJW,AntiSJW
tk15nsI0b3U,31127 - 31240,0,1,1,1,0,1,1,5,2023-08-10T14:52:22,"Race_PRED, Gender_PRED, Gender Identity/Sexual Orientation_PRED, Ethnicity/Identitarian/Nationalism_PRED, Anti-semitism_PRED",Hate,WhiteIdentitarian,White Identitarian
tkDUhK37_pE,31241 - 31241,1,0,0,0,0,0,0,1,2023-08-10T14:52:22,Religion_PRED,Hate,AntiSJW|PartisanRight,AntiSJW
